0,This widely shared cartoon about the # attack is actually by @ and not # http-link
0,# take on # # # http-link
0,France: 10 people dead after shooting at HQ of satirical weekly newspaper # according to witnesses http-link
0,# Charlie Hebdo gunmen's hostage freed and safe after police assault
0,Banksy says # in a beautiful way (vi @ http-link
2,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http-link
2,Rural region of northern France searched in hunt for # gunmen - latest updates http-link http-link
0,AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.
0,Paris says highest alert level extended north to region where attack suspects spotted - @ @ http-link
0,Clarissa, 27 years old, police trainee of Montrouge Police in # Victim of this morning's attack. via @ http-link
0,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in # shooting - Reports http-link
0,# Gunman in policewoman killing suspected in new Paris hostage-taking: source
0,Suspects in # attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http-link
0,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday
0,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http-link http-link
1,I am still confused as to why these "highly trained" individuals left their ID in the getaway car. #
0,Stills from eyewitness video show two # attackers wearing hoods &amp; black clothing shoot a wounded man http-link
0,Police have surrounded this building where the suspected # attackers are holed-up http-link http-link
0,# suspects "prepared to die as martyrs", they tell police after making contact - French media http-link
0,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http-link http-link
0,RT @ R.I.P. Ahmed Merabet, a French # Cop, first victim of # attack http-link
0,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson # http-link
0,# shooting suspects tell police they 'prepared to die as martyrs' - French media http-link http-link
0,Map shows industrial estate where 2 # suspects are holed up, surrounded by police http-link http-link
0,The # attack suspects have reportedly fired shots while robbing a petrol station http-link http-link
0,At least 11 dead in shooting at HQ of # in # (police source) http-link
0,UPDATE: 12 now confirmed dead in # attack in Paris, @ is reporting. Story: http-link (AP) http-link
0,Breaking: Two hostage situations in France are linked, Paris prosecutor says
0,Reports of shooting at Dammartin en Goele on route N2 north east of Paris - French media says car chase under way
0,BREAKING: French police tell AP suspects in # attack have taken a hostage northeast of Paris.
0,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http-link http-link
0,# killers shot dead by police
0,Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http-link http-link
0,AFP: suspected # gunmen have been killed
0,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http-link http-link
0,11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http-link http-link
0,URGENT: 3 gunmen involved in deadly attack on # - French interior minister http-link # http-link
0,UPDATE: # editor-in-chief was killed in attack - Magazine's lawyer http-link
0,MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http-link
0,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson # http-link
0,French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http-link
0,BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source
0,“@LePoint: # : “The cartoonists Charb &amp; cabu are dead.” http-link http-link
0,4 # cartoonists killed: - Charb - Cabu - Tignous - Georges Wolinski # http-link
0,Hostage-taker at Paris store demands release of # police union spokesman says. http-link http-link
1,# Three men including two brothers identified in France newspaper attack: source http-link # #
0,BREAKING: Shots fired, hostages taken in manhunt for # attackers, police say http-link http-link
0,Charlie Hebdo shooting latest: 12 dead and gunmen still at large http-link http-link
0,Hostage-taker in supermarket siege killed, reports say. # http-link http-link
0,Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous
0,BREAKING: At least 2 killed in # hostage situation via @ http-link
0,On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #
0,# - 11 dead including 2 police in Paris shooting. Photo @ # http-link
0,Update - AFP: an unnamed police source says the killing of the policewoman in # on Thursday is linked to the # attack
0,# - At least five hostages in Paris kosher supermarket: (AFP) http-link # http-link
0,Reports: # suspects killed http-link
0,Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. # http-link
0,At least 12 dead in the Paris shooting. Updated story and background info: http-link # http-link
0,Breaking: Gunman at Paris store threatens to kill hostages if # suspects are harmed. http-link
0,# : Both Charlie Hebdo suspects killed as police storm building (police sources) http-link http-link
0,# : 1 dead, several injured in shootout North-East of Paris (French radio @ ) http-link #
0,DEVELOPING: Police pursuing # shooting suspects, helicopters deployed - LIVE FEED: http-link http-link
0,The last person killed in Charlie Hebdo attacks was Muslim police officer http-link http-link
0,Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http-link
0,BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http-link
0,# SHOOTING: Gunmen shouted 'we have avenged the prophet" during attack - reports http-link http-link
0,Police taking people out of # grocery where hostages were being held. http-link
0,BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http-link
0,Paris Manhunt: 3 # attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large http-link
0,At least 12 killed in today's attack on satirical magazine # in Paris, official says. http-link
0,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http-link
0,Paris Murder Suspects Cornered with Hostage http-link
0,An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad. http-link
0,Two shot in Paris, including traffic cop, as manhunt continues for # suspects http-link http-link
2,# From FL380 to FL110 in 8 min? That's average rate of descent 3375 fpm! Than levelled off at FL068? What the hell was going on there?
0,GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http-link via @
0,# "sorry to confirm" 144 passengers &amp; 6 crew on board flight # when it crashed in French Alps http-link
0,# took eight minutes to descend from 38,000 feet to impact, says Germanwings CEO Winkelmann.
0,German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @ http-link
0,# latest: http-link - # A320 crashes in French Alps - Barcelona-to-Dusseldorf flight - 142 passengers &amp; 6 crew
0,Report: Co-Pilot Locked Out Of Cockpit Before Fatal Plane Crash http-link # http-link
0,Names of pilots rumored to be Patrick Sonderheimer with co-pilot Andreas Lubitz - No formal confirmation yet. #
0,Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. # http-link
0,Flight # initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http-link
0,Germanwings Airbus A320 crashes in French Alps near Digne http-link
0,JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http-link
1,@ reporter James André at French Civil Aviation Authority HQ: "#Germanwings plane did NOT report distress signal", no mayday.
