64643056,813307975,1
64643056,1348798826,1
64643056,283895307,1
64643056,458196351,1
51241574,255180467,1
51241574,2717034139,1
51241574,183353672,1
51241574,937655960,1
51241574,325726862,1
51241574,474309032,1
51241574,320810597,1
51241574,25985010,1
51241574,24138795,1
51241574,14189557,1
51241574,395076910,1
51241574,320810597,1
51241574,1072071295,1
51241574,266547371,1
51241574,15197359,1
51241574,16883947,1
51241574,392445178,1
51241574,31182714,1
51241574,551137006,1
51241574,937655960,1
51241574,479120161,1
51241574,2149973089,1
51241574,937655960,1
51241574,2571766333,1
128216887,1314878941,1
128216887,233296333,1
128216887,630929797,1
128216887,85535913,1
128216887,389036901,1
128216887,630929797,1
128216887,193329898,1
128216887,131573707,1
128216887,1718673403,1
128216887,233296333,1
128216887,1327643474,1
128216887,233296333,1
128216887,1718673403,1
128216887,22441656,1
128216887,630929797,1
128216887,527488190,1
128216887,22441656,1
128216887,527488190,1
128216887,22441656,1
128216887,22441656,1
128216887,1718673403,1
128216887,2662813495,1
128216887,25472797,1
128216887,2796298555,1
128216887,22441656,1
128216887,14432103,1
128216887,1571610714,1
128216887,325234656,1
128216887,233296333,1
380648579,21962518,1
380648579,312816046,1
380648579,2827864026,1
380648579,74490017,1
380648579,109041137,1
380648579,79260733,1
380648579,801546008,1
380648579,802315148,1
380648579,255180467,1
380648579,292092444,1
380648579,109589897,1
380648579,67013524,1
380648579,300215930,1
380648579,23189508,1
380648579,58939424,1
380648579,199149993,1
380648579,153132339,1
380648579,47485260,1
380648579,2567292679,1
380648579,115156207,1
17152053,949056168,1
17152053,456806183,1
17152053,18679952,1
17152053,23301881,1
17152053,160547588,1
17152053,115125517,1
17152053,361841703,1
17152053,2750347930,1
17152053,52532503,1
17152053,17512048,1
17152053,88102183,1
17152053,354279908,1
17152053,80130648,1
17152053,411910788,1
17152053,374735534,1
5402612,2781956756,1
5402612,380542968,1
5402612,2731866714,1
5402612,1497628081,1
5402612,380542968,1
5402612,2781956756,1
5402612,21752699,1
5402612,380542968,1
5402612,380542968,1
5402612,2866333263,1
5402612,1856237718,1
5402612,2781956756,1
5402612,1617219788,1
5402612,88168692,1
5402612,2866333263,1
5402612,2866333263,1
5402612,2781956756,1
5402612,2866333263,1
5402612,88168692,1
5402612,2866333263,1
5402612,2781956756,1
5402612,2866333263,1
5402612,88168692,1
5402612,380542968,1
5402612,141943905,1
5402612,1617219788,1
5402612,2866333263,1
5402612,88168692,1
5402612,380542968,1
5402612,2866333263,1
5402612,380542968,1
5402612,925172484,1
5402612,126430378,1
5402612,206962580,1
5402612,21752699,1
5402612,2866333263,1
5402612,2781956756,1
5402612,380542968,1
5402612,141943905,1
5402612,2866333263,1
5402612,21752699,1
5402612,2781956756,1
5402612,206962580,1
5402612,126430378,1
5402612,1497628081,1
5402612,380542968,1
5402612,206962580,1
5402612,88168692,1
5402612,21752699,1
5402612,2866333263,1
5402612,380542968,1
5402612,198836488,1
5402612,380542968,1
5402612,380542968,1
5402612,48088248,1
5402612,26380423,1
5402612,21752699,1
5402612,88168692,1
5402612,21752699,1
5402612,126430378,1
5402612,126430378,1
5402612,21752699,1
5402612,88168692,1
5402612,2866333263,1
5402612,1617219788,1
5402612,2781956756,1
5402612,1497628081,1
5402612,380542968,1
5402612,2866333263,1
5402612,2781956756,1
5402612,215454677,1
5402612,21752699,1
5402612,380542968,1
5402612,380542968,1
5402612,206962580,1
5402612,380542968,1
5402612,2781956756,1
5402612,1617219788,1
5402612,1617219788,1
5402612,215454677,1
5402612,126430378,1
5402612,21752699,1
5402612,126430378,1
5402612,380542968,1
5402612,2866333263,1
5402612,126430378,1
5402612,1617219788,1
5402612,1617219788,1
5402612,2866333263,1
5402612,21752699,1
5402612,21752699,1
5402612,21752699,1
5402612,130456674,1
5402612,40579448,1
5402612,2866333263,1
5402612,126430378,1
5402612,380542968,1
5402612,126430378,1
5402612,126430378,1
5402612,141943905,1
5402612,2781956756,1
5402612,2866333263,1
5402612,2292860563,1
5402612,2866333263,1
1562935142,302205765,1
1562935142,51578079,1
1562935142,21679976,1
1562935142,409460802,1
1562935142,1540484833,1
1562935142,179732982,1
1562935142,404750664,1
1562935142,2735655330,1
1562935142,21078743,1
1562935142,2515377882,1
1562935142,81672110,1
1562935142,16744227,1
1562935142,21679976,1
1562935142,2517335123,1
1562935142,40029929,1
1562935142,15780691,1
1562935142,21078743,1
1562935142,89929611,1
1562935142,2654842970,1
1562935142,2180155964,1
1562935142,18952983,1
16343974,20301504,1
16343974,551551599,1
16343974,193397506,1
16343974,72588786,1
16343974,585767199,1
16343974,24417223,1
16343974,68772425,1
16343974,466465895,1
16343974,2326962189,1
16343974,37181214,1
16343974,2326962189,1
16343974,436263442,1
16343974,2326962189,1
16343974,2720,1
16343974,2354402125,1
16343974,2354402125,1
16343974,30233384,1
16343974,436263442,1
16343974,1570357327,1
16343974,219290582,1
16343974,466465895,1
16343974,193397506,1
16343974,286074326,1
16343974,466465895,1
16343974,219290582,1
16343974,334282215,1
16343974,1660185151,1
16343974,2354402125,1
16343974,2354402125,1
16343974,193397506,1
16343974,585767199,1
16343974,1570357327,1
16343974,39287768,1
16343974,130440304,1
16343974,1660185151,1
16591979,109553437,1
16591979,1719561684,1
16591979,2933943867,1
16591979,15776587,1
16591979,150406738,1
16591979,2566535282,1
16591979,2417232973,1
16591979,15630099,1
16591979,1329172704,1
6017542,23524389,1
6017542,628038157,1
6017542,628038157,1
6017542,23524389,1
6017542,23524389,1
