tbvaughan53,RT_com,1
tbvaughan53,shotgunfairy13,1
FULLY_BADASS,RT_com,1
arifreporter,RT_com,1
s3r56,RT_com,1
H_NAILI,AP,1
RacquelSmiht,AP,1
YunaLeeTV,AP,1
LP_Angels,AP,1
Stb50,AP,1
JessiTurnure,AP,1
JeffAbramo,LP_Angels,1
JeffAbramo,AP,1
WJXTvic,AP,1
GlobalGrindNews,AP,1
ThroMyEyez,AP,1
LauraACrompton,AP,1
JeffAbramo,AP,1
LacBug,AP,1
iwmaster,APDiploWriter,1
iwmaster,AP,1
thomaslally,AP,1
dkpahl,LP_Angels,1
angelique_cav,LP_Angels,1
angelique_cav,AP,1
Apostle2169,AP,1
CompositeStick,AP,1
LP_Angels,JeffAbramo,1
LP_Angels,AP,1
CorralMilagros,AP,1
APDiploWriter,AP,1
LP_Angels,angelique_cav,1
LP_Angels,AP,1
1DooCO,LP_Angels,1
1DooCO,AP,1
52_ian,jonsnowC4,1
LuchadoreMierda,SirLiberal,1
LuchadoreMierda,jonsnowC4,1
LuchadoreMierda,Colvinius,1
Noody69Noody,jonsnowC4,1
cmcawley,jonsnowC4,1
philkurthausen,jonsnowC4,1
Noody69Noody,ryanseanie,1
sayyidhashim,jonsnowC4,1
howarthm,jonsnowC4,1
ryanseanie,jonsnowC4,1
LuchadoreMierda,SirLiberal,1
LuchadoreMierda,jonsnowC4,1
LuchadoreMierda,Colvinius,1
provence2704,jonsnowC4,1
LuchadoreMierda,SirLiberal,1
LuchadoreMierda,jonsnowC4,1
LuchadoreMierda,Colvinius,1
ryanseanie,Noody69Noody,1
SirLiberal,LuchadoreMierda,1
SirLiberal,jonsnowC4,1
SirLiberal,Colvinius,1
Noody69Noody,ryanseanie,1
BrusselsLout,jonsnowC4,1
SirLiberal,LuchadoreMierda,1
SirLiberal,jonsnowC4,1
SirLiberal,Colvinius,1
BrusselsLout,chrisd1974,1
BrusselsLout,jonsnowC4,1
SirLiberal,jonsnowC4,1
SirLiberal,Colvinius,1
SirLiberal,LuchadoreMierda,1
SirLiberal,jonsnowC4,1
SirLiberal,Colvinius,1
ryanseanie,Noody69Noody,1
OblioSays,Noody69Noody,1
OblioSays,ryanseanie,1
RewildBritain,jonsnowC4,1
conlig2,jonsnowC4,1
SirLiberal,LuchadoreMierda,1
SirLiberal,Colvinius,1
chrisd1974,jonsnowC4,1
beckyroncoroni,jonsnowC4,1
Perseus009,jonsnowC4,1
LuchadoreMierda,SirLiberal,1
LuchadoreMierda,jonsnowC4,1
LuchadoreMierda,Colvinius,1
theAlexHanson,AFP,1
TodosNetwork,AFP,1
AlexandrDen,AFP,1
MehsenMekhtfe,AFP,1
lynnbarbour,AFP,1
aditya_chaudry,AFP,1
Ms__Jabari,theAlexHanson,1
Ms__Jabari,AFP,1
MLKristola,AFP,1
H_NAILI,AFP,1
NTagouri,AFP,1
leroyy__,AFP,1
KimberlyBinVa,AFP,1
angelvillascusa,AFP,1
KeirSimmons,AFP,1
jeangprado,AFP,1
RichardSP86,AFP,1
xvillalba1,AFP,1
robertocoloma,AFP,1
fredwalton216,AFP,1
fredwalton216,Aceeeeeed,1
fredwalton216,Joyce_Karam,1
michaelvos1978,AFP,1
usman_ghani2014,mathieuvonrohr,1
usman_ghani2014,TarekFatah,1
Tillman_40,mathieuvonrohr,1
Tillman_40,cspanwj,1
peterleung,DavidClinchNews,1
peterleung,storyfulpro,1
peterleung,mathieuvonrohr,1
angusleddo,mathieuvonrohr,1
PhilipinDC,mathieuvonrohr,1
vepchl,mathieuvonrohr,1
vepchl,instapundit,1
PrashantThePK,mathieuvonrohr,1
PrashantThePK,TarekFatah,1
Truthman2010Joe,mathieuvonrohr,1
Selim_,mathieuvonrohr,1
inachu,mathieuvonrohr,1
jmontgo3,mathieuvonrohr,1
martinko06,mathieuvonrohr,1
Tan_Tripathi,mathieuvonrohr,1
jetdrvr1,mathieuvonrohr,1
splashed_at,angusleddo,1
splashed_at,mathieuvonrohr,1
ClearSeer,MelRJ,1
YAYshamsaldeen,ElContador2000,1
YAYshamsaldeen,Aristotleslogic,1
YAYshamsaldeen,BBCBreaking,1
YAYshamsaldeen,Jonteinspain,1
koushikdacool,YAYshamsaldeen,1
koushikdacool,BBCBreaking,1
Imran32881444,BBCBreaking,1
YAYshamsaldeen,Jonteinspain,1
YAYshamsaldeen,BBCBreaking,1
ClearSeer,MelRJ,1
fatclyde,nadadictator,1
fatclyde,BBCBreaking,1
fatclyde,janeikelboom,1
YAYshamsaldeen,emirevoke,1
YAYshamsaldeen,BBCBreaking,1
YAYshamsaldeen,Aristotleslogic,1
YAYshamsaldeen,BBCBreaking,1
YAYshamsaldeen,Jonteinspain,1
nadadictator,fatclyde,1
nadadictator,BBCBreaking,1
nadadictator,janeikelboom,1
SecularFraud,BBCBreaking,1
ClearSeer,MelRJ,1
ClearSeer,SecularFraud,1
ClearSeer,BBCBreaking,1
Aristotleslogic,YAYshamsaldeen,1
Aristotleslogic,ElContador2000,1
Aristotleslogic,BBCBreaking,1
Aristotleslogic,Jonteinspain,1
Jonteinspain,YAYshamsaldeen,1
Jonteinspain,Aristotleslogic,1
Jonteinspain,BBCBreaking,1
nadadictator,fatclyde,1
nadadictator,BBCBreaking,1
nadadictator,janeikelboom,1
nadadictator,fatclyde,1
nadadictator,BBCBreaking,1
nadadictator,janeikelboom,1
